112939,"","T00:00:00Z","1700-11-17T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112940,"","T00:00:00Z","1700-11-25T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112941,"","T00:00:00Z","1701-1-8T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112942,"","T00:00:00Z","1701-1-21T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112943,"","T00:00:00Z","1701-4-8T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112944,"","T00:00:00Z","1701-5-7T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112945,"","T00:00:00Z","1701-5-14T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112946,"","T00:00:00Z","1701-5-29T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112947,"","T00:00:00Z","1701-5-29T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112948,"","T00:00:00Z","1701-7-22T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
112950,"","T00:00:00Z","1711-5-17T00:00:00Z","Perzië","Batavia","Perzië-Batavia",409
112952,"","T00:00:00Z","1710-11-24T00:00:00Z","Padang","Batavia","Padang-Batavia",204
112953,"","T00:00:00Z","T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112954,"","T00:00:00Z","1724-3-24T00:00:00Z","Jambi","Batavia","Jambi-Batavia",352
112955,"","T00:00:00Z","1724-1-5T00:00:00Z","Siam","Batavia","Siam-Batavia",354
112956,"","T00:00:00Z","1723-11-20T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
112957,"","T00:00:00Z","1724-2-3T00:00:00Z","Siam","Batavia","Siam-Batavia",354
112958,"","T00:00:00Z","1723-10-4T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
112959,"","T00:00:00Z","1724-6-10T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
112960,"","T00:00:00Z","1724-6-16T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
112961,"","T00:00:00Z","1724-7-3T00:00:00Z","Banda-Neira","Batavia","Banda-Neira-Batavia",219
112962,"","T00:00:00Z","1723-11-14T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
112963,"","T00:00:00Z","1723-10-8T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
112964,"","T00:00:00Z","1724-6-8T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
112965,"","T00:00:00Z","1723-9-8T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112966,"","T00:00:00Z","1723-9-14T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112967,"","T00:00:00Z","1723-9-22T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112968,"","T00:00:00Z","1723-10-13T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112969,"","T00:00:00Z","1723-10-22T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112970,"","T00:00:00Z","1711-4-8T00:00:00Z","Padang","Batavia","Padang-Batavia",204
112971,"","T00:00:00Z","1711-2-4T00:00:00Z","Padang","Batavia","Padang-Batavia",204
112973,"","T00:00:00Z","1710-12-22T00:00:00Z","Siam","Batavia","Siam-Batavia",354
112974,"","T00:00:00Z","1723-10-24T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112975,"","T00:00:00Z","1723-11-10T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112976,"","T00:00:00Z","1710-7-17T00:00:00Z","Siam","Batavia","Siam-Batavia",354
112977,"","T00:00:00Z","1723-11-18T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112978,"","T00:00:00Z","1723-11-19T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112979,"","T00:00:00Z","1723-11-20T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112980,"","T00:00:00Z","1724-4-14T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112981,"","T00:00:00Z","1724-4-14T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112982,"","T00:00:00Z","1710-10-20T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112983,"","T00:00:00Z","1710-10-22T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112984,"","T00:00:00Z","1724-4-20T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112985,"","T00:00:00Z","1724-4-23T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112986,"","T00:00:00Z","1710-11-16T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112987,"","T00:00:00Z","1710-12-17T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112988,"","T00:00:00Z","1724-4-25T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112989,"","T00:00:00Z","1711-1-13T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112990,"","T00:00:00Z","1724-4-26T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112991,"","T00:00:00Z","1711-6-21T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112992,"","T00:00:00Z","1724-4-28T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112993,"","T00:00:00Z","1711-2-28T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
112994,"","T00:00:00Z","1724-5-5T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112995,"","T00:00:00Z","1711-3-31T00:00:00Z","Jambi","Batavia","Jambi-Batavia",352
112996,"","T00:00:00Z","1724-5-6T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112997,"","T00:00:00Z","1724-5-7T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
112998,"","T00:00:00Z","1710-10-5T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
112999,"","T00:00:00Z","1724-5-14T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113000,"","T00:00:00Z","1710-10-25T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113001,"","T00:00:00Z","1724-5-15T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113002,"","T00:00:00Z","1710-12-25T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113003,"","T00:00:00Z","1711-1-24T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113004,"","T00:00:00Z","1711-4-20T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113005,"","T00:00:00Z","1711-2-7T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113006,"","T00:00:00Z","1711-3-4T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113007,"","T00:00:00Z","1711-5-28T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113008,"","T00:00:00Z","1711-6-29T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113009,"","T00:00:00Z","1711-8-4T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113010,"","T00:00:00Z","1724-5-31T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113011,"","T00:00:00Z","1724-6-1T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113012,"","T00:00:00Z","1711-5-22T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
113013,"","T00:00:00Z","1724-6-1T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113014,"","T00:00:00Z","1724-6-3T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113015,"","T00:00:00Z","1724-6-25T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113016,"","T00:00:00Z","1711-5-20T00:00:00Z","Banda-Neira","Batavia","Banda-Neira-Batavia",219
113017,"","T00:00:00Z","1724-6-25T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113018,"","T00:00:00Z","1724-7-9T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113019,"","T00:00:00Z","1724-8-18T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113020,"","T00:00:00Z","1724-8-22T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113021,"","T00:00:00Z","1710-11-1T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
113022,"","T00:00:00Z","1724-8-22T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113023,"","T00:00:00Z","1724-8-25T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113024,"","T00:00:00Z","1724-8-28T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
113025,"","T00:00:00Z","1723-9-11T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113026,"","T00:00:00Z","1723-9-18T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113027,"","T00:00:00Z","1710-10-16T00:00:00Z","Timor","Batavia","Timor-Batavia",208
113028,"","T00:00:00Z","1723-10-1T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113029,"","T00:00:00Z","1723-11-3T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113030,"","T00:00:00Z","1711-6-24T00:00:00Z","Timor","Batavia","Timor-Batavia",208
113031,"","T00:00:00Z","1710-9-9T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
113032,"","T00:00:00Z","1710-10-28T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
113033,"","T00:00:00Z","1711-6-7T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
113034,"","T00:00:00Z","1723-11-13T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113035,"","T00:00:00Z","1723-11-20T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113036,"","T00:00:00Z","1723-12-10T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113037,"","T00:00:00Z","1724-4-15T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113038,"","T00:00:00Z","1724-4-23T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113039,"","T00:00:00Z","1710-9-25T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113040,"","T00:00:00Z","1710-10-6T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113041,"","T00:00:00Z","1724-7-5T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113042,"","T00:00:00Z","1710-10-22T00:00:00Z","Java's Noordoostkust","Batavia","Java's Noordoostkust-Batavia",256
113043,"","T00:00:00Z","1724-7-17T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113049,\N,"T00:00:00Z","1724-5-29T00:00:00Z","Kaap de Goede Hoop","Batavia","Kaap de Goede Hoop-Batavia",223
113050,"","T00:00:00Z","1710-11-1T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113053,"","T00:00:00Z","1710-11-6T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113054,"","T00:00:00Z","1710-11-12T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113056,"","T00:00:00Z","1710-11-23T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113057,"","T00:00:00Z","1710-12-1T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113058,"","T00:00:00Z","1710-12-6T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113059,"","T00:00:00Z","1710-12-22T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113062,"","T00:00:00Z","1711-4-18T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113063,"","T00:00:00Z","1710-12-23T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113064,"","T00:00:00Z","1711-5-4T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113066,"","T00:00:00Z","1703-11-7T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
113070,"","T00:00:00Z","1703-11-8T00:00:00Z","Masulipatnam","Batavia","Masulipatnam-Batavia",410
113071,"","T00:00:00Z","1703-11-8T00:00:00Z","Sadras","Batavia","Sadras-Batavia",312
113074,"","T00:00:00Z","1703-11-27T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
113076,"","T00:00:00Z","1704-3-20T00:00:00Z","Masulipatnam","Batavia","Masulipatnam-Batavia",410
113077,"","T00:00:00Z","1703-11-30T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
113083,"","T00:00:00Z","1703-12-4T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
113085,"","T00:00:00Z","1704-1-21T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
113086,"","T00:00:00Z","1704-1-21T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
113088,"","T00:00:00Z","1704-6-13T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
113089,"","T00:00:00Z","1704-6-13T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
113090,"","T00:00:00Z","1704-6-3T00:00:00Z","Surat","Batavia","Surat-Batavia",201
113091,"","T00:00:00Z","1704-7-2T00:00:00Z","Surat","Batavia","Surat-Batavia",201
113093,"","T00:00:00Z","1704-8-10T00:00:00Z","Perzië","Batavia","Perzië-Batavia",409
113094,"","T00:00:00Z","1704-8-19T00:00:00Z","Perzië","Batavia","Perzië-Batavia",409
113095,"","T00:00:00Z","1703-11-25T00:00:00Z","Padang","Batavia","Padang-Batavia",204
113097,"","T00:00:00Z","1704-2-9T00:00:00Z","Padang","Batavia","Padang-Batavia",204
113098,"","T00:00:00Z","1704-3-26T00:00:00Z","Padang","Batavia","Padang-Batavia",204
113099,"","T00:00:00Z","1704-2-16T00:00:00Z","Siam","Batavia","Siam-Batavia",354
113100,"","T00:00:00Z","1704-2-16T00:00:00Z","Siam","Batavia","Siam-Batavia",354
113101,"","T00:00:00Z","1704-2-16T00:00:00Z","Siam","Batavia","Siam-Batavia",354
113102,"","T00:00:00Z","1704-5-4T00:00:00Z","Siam","Batavia","Siam-Batavia",354
113104,"","T00:00:00Z","1704-1-25T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
113105,"","T00:00:00Z","1704-5-6T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
113106,"","T00:00:00Z","1704-6-29T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
113107,"","T00:00:00Z","1703-10-19T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113108,"","T00:00:00Z","1703-10-19T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113109,"","T00:00:00Z","1703-10-19T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113111,"","T00:00:00Z","1703-12-13T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113112,"","T00:00:00Z","1703-12-13T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113113,"","T00:00:00Z","1703-12-26T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113114,"","T00:00:00Z","1703-12-31T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113115,"","T00:00:00Z","1704-1-31T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113116,"","T00:00:00Z","1704-2-29T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113117,"","T00:00:00Z","1704-3-31T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113118,"","T00:00:00Z","1703-8-14T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113120,"","T00:00:00Z","1703-11-10T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113122,"","T00:00:00Z","1704-1-17T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113123,"","T00:00:00Z","1704-1-22T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113124,"","T00:00:00Z","1704-4-18T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113125,"","T00:00:00Z","1704-7-10T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
113128,"","T00:00:00Z","1703-10-10T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
113130,"","T00:00:00Z","1704-6-11T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
113131,"","T00:00:00Z","1704-6-13T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
113132,"","T00:00:00Z","1704-6-23T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
113133,"","T00:00:00Z","1704-7-22T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
113135,"","T00:00:00Z","1703-10-5T00:00:00Z","Banda-Neira","Batavia","Banda-Neira-Batavia",219
113136,"","T00:00:00Z","1704-6-11T00:00:00Z","Banda-Neira","Batavia","Banda-Neira-Batavia",219
113137,"","T00:00:00Z","1703-11-17T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
113140,"","T00:00:00Z","1703-11-19T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
113142,"","T00:00:00Z","1703-10-2T00:00:00Z","Timor","Batavia","Timor-Batavia",208
113143,"","T00:00:00Z","1704-7-18T00:00:00Z","Timor","Batavia","Timor-Batavia",208
113144,"","T00:00:00Z","1703-11-17T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
113147,"","T00:00:00Z","1703-10-21T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
113149,"","T00:00:00Z","1703-11-12T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113150,"","T00:00:00Z","1703-11-18T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113151,"","T00:00:00Z","1703-11-18T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113154,"","T00:00:00Z","1703-11-21T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113156,"","T00:00:00Z","1703-11-23T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113157,"","T00:00:00Z","1704-4-13T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113160,"","T00:00:00Z","1704-5-16T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113164,"","T00:00:00Z","1704-5-20T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113165,"","1700-9-13T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113166,"","1700-9-25T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113167,"","T00:00:00Z","1704-5-20T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113168,"","1701-7-20T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113169,"","T00:00:00Z","1704-5-25T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113170,"","T00:00:00Z","1704-7-29T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113171,"","1701-8-16T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113172,"","T00:00:00Z","1704-7-29T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113173,"","T00:00:00Z","1704-8-12T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113174,"","T00:00:00Z","1704-8-20T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113175,"","T00:00:00Z","1703-9-20T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113176,"","1701-8-16T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113177,"","1701-5-7T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113178,"","T00:00:00Z","1703-10-2T00:00:00Z","Indramaju","Batavia","Indramaju-Batavia",411
113179,"","T00:00:00Z","1703-10-7T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113180,"","T00:00:00Z","1703-11-12T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113181,"","T00:00:00Z","1703-11-15T00:00:00Z","Indramaju","Batavia","Indramaju-Batavia",411
113182,"","1701-5-31T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113183,"","1701-7-14T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113184,"","T00:00:00Z","1703-11-24T00:00:00Z","Indramaju","Batavia","Indramaju-Batavia",411
113185,"","T00:00:00Z","1703-10-2T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113186,"","T00:00:00Z","1704-5-7T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113187,"","T00:00:00Z","1704-6-3T00:00:00Z","Indramaju","Batavia","Indramaju-Batavia",411
113188,"","1701-8-3T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
113189,"","T00:00:00Z","1704-6-30T00:00:00Z","Indramaju","Batavia","Indramaju-Batavia",411
113190,"","T00:00:00Z","1704-8-4T00:00:00Z","Indramaju","Batavia","Indramaju-Batavia",411
113198,"","1700-10-4T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113199,"","1700-10-23T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113200,"","1700-11-24T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113201,"","1700-11-24T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113202,"","1701-5-3T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113203,"","1701-5-7T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113204,"","1701-5-7T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113205,"","1701-7-1T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113206,"","1701-7-9T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113207,"","1701-7-9T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113208,"","1701-7-31T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113209,"","1700-9-25T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113210,"","1700-10-4T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113211,"","1701-8-16T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113212,"","1701-8-31T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113213,"","1701-8-31T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113214,"","1701-8-31T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113215,"","1701-8-31T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113216,"","1700-10-3T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113217,"","1701-7-14T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113218,"","1701-8-31T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113219,"","1701-8-31T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113220,"","1701-5-3T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113248,"","1724-5-31T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113249,"","1724-7-29T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113250,"","1724-8-25T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113251,"","1724-1-28T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113252,"","1724-5-31T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113253,"","1724-7-29T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113254,"","1723-9-28T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
113256,"","1701-8-15T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113257,"","1701-4-29T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113258,"","1701-6-14T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113259,"","1701-6-26T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113260,"","1701-6-26T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113261,"","1700-9-4T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
113262,"","1701-4-29T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
113264,"","1701-8-15T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
113265,"","1701-8-27T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
113266,"","1700-10-4T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113267,"","1700-10-4T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113268,"","1700-10-23T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113269,"","1700-10-23T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113270,"","1701-6-30T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113274,"","1701-7-20T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113275,"","1700-10-1T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113276,"","1700-11-13T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113280,"","1701-7-16T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113281,"","1701-8-10T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113282,"","1701-8-27T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113283,"","1700-9-22T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113284,"","1700-10-4T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113285,"","1700-10-10T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113286,"","1700-12-11T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113288,"","1700-12-11T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113289,"","1701-1-18T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113290,"","1701-3-10T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113291,"","1701-5-7T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113292,"","1701-6-1T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113293,"","1701-6-27T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113294,"","1701-8-6T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113295,"","1701-8-16T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113296,"","1701-8-31T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113297,"","1701-1-11T00:00:00Z","T00:00:00Z","Batavia","Amboina","Batavia-Amboina",238
113298,"","1701-1-29T00:00:00Z","T00:00:00Z","Batavia","Amboina","Batavia-Amboina",238
113301,"","1700-11-24T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
113303,"","1701-1-11T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
113305,"","1701-1-18T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
113306,"","1701-2-5T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
113309,"","1700-12-28T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
