"ID";"Place";"DecLatitude";"DecLongitude";"ModernName";"Dutch"
"1395";"St Mary's Bay Madagascar";"-17";"49.8";NULL;NULL
"1396";"St Mary's Bay, Madagascar";"-17";"49.8";"Ambodifotatra";NULL
"1397";"St Marys Island";"-16.8891";"49.8994";NULL;NULL
"1398";"St Mary's Island";"-26";"32.95";"Inhaca, Mozambique";NULL
"1399";"St Mary's island N Madagascar (N cape?)";"-16.8891";"49.8994";NULL;NULL
"1400";"St Mary's Road Madagascar";"-17";"49.8";"Ambodifototra on Nosy Boraha Island.";NULL
"1401";"St Mary's Scilly";"49.92";"-6.3";"Scilly isl, England (St Marys)";NULL
"1402";"St Marys, Madagascar";"-16.8891";"49.8994";NULL;NULL
"1403";"St Michael";"37.776";"-25.4461";"Sao Miguel, Azores";NULL
"1404";"St Michaels";"37.776";"-25.4461";"Sao Miguel, Azores";NULL
"1405";"St Michaels Mount";"48.6361";"-1.5113";NULL;NULL
"1406";"St Michaels, Azores";"37.776";"-25.4461";"Sao Miguel, Azores";NULL
"1407";"St Nicolaas hoek";"-5.8923";"106.0441";"Tanjung Pujut";NULL
"1408";"St Nicolaaspunt";"-5.8923";"106.0441";"Tanjung Pujut";NULL
"1409";"St Palmiras";"20.7649";"86.9886";"Palmyras Point";NULL
"1410";"St Paul island, Indian Ocean";"-38.7197";"77.5299";"St Paul Island";NULL
"1411";"St Paul Rocks";"0.9167";"-29.35";"Penedos de Sao Pedro e Sao Paulo";NULL
"1412";"St Paulo";"-8.7833";"13.2667";"Luanda, Angola";NULL
"1413";"St Paulo Leando island, Angola";"-8.7833";"13.2667";"Luanda, Angola";NULL
"1414";"St Pauls";"-38.7197";"77.5299";"St Paul Island";NULL
"1415";"St Pauls, Reunion";"-21";"55.278";NULL;NULL
"1416";"St Pedro";"17.48";"55.65";"Hasikiya Island (Kuria Muria Islands)???";NULL
"1417";"St Pedro Island";"17.48";"55.65";"Hasikiya Island (Kuria Muria Islands)???";NULL
"1418";"St Peters";"46.7817";"-56.1738";"Isle St Pierre";NULL
"1419";"St Pierre";"46.7817";"-56.1738";"Isle St Pierre";NULL
"1420";"St Pierre op Martinique";"14.7432";"-61.174";"St. Pierre, Martinique, W.I.";NULL
"1421";"St Salvador";"-13.0167";"-38.5333";"Forte de San Antonio de Barra";NULL
"1422";"St Thomas";"0.2643";"6.5391";"St Thomas island (San Tome'), W Africa";NULL
"1423";"St Thomas (Sao Tome)";"0.2643";"6.5391";"St Thomas island (San Tome'), W Africa";NULL
"1424";"St Thomas's";"0.2643";"6.5391";"St Thomas island (San Tome'), W Africa";NULL
"1425";"St Thomas's Mount";"13.0053";"80.1933";NULL;NULL
"1426";"St Vincent";"16.8719";"-24.9331";"Ilha de Sao Vicente, Cape Verde";NULL
"1427";"Stad Ambon";"-3.7";"128.1689";"Ambon, Indonesia";NULL
"1428";"Stad van Guadaloupe";"16.2346";"-61.5342";"Point-a-Pitre, Guadeloupe, W.I.";NULL
"1429";"Start";"50.2213";"-3.6368";"Start Point, Devon, England";NULL
"1430";"Start Point";"50.2213";"-3.6368";"Start Point, Devon, England";NULL
"1431";"Staten Island";"-54.75";"-64.25";"Isla de los Estados";NULL
"1432";"Staten Island NY";"40.5763";"-74.1398";"Staten Island, NY/USA";NULL
"1433";"Sth point of Caldarun Bay";"11.3453";"79.8342";NULL;NULL
"1434";"Straat Bali";"-8.0957";"114.4249";"Selat Bali, Indonesia";NULL
"1435";"Straat Sunda";"-5.9";"105.9";"Sunda Strait, Indonesia";NULL
"1436";"Straat van Banka";"-2.3";"105.5";"Selat Bangka, Indonesia";NULL
"1437";"Suftren";"47.3167";"138.95";"Mys Syufren";NULL
"1438";"Sugar Loaf Hill, Visagapatnam";"17.7488";"83.3442";"Rusi Hill";NULL
"1439";"Suijkerbrood (St Helena)";"-15.9074";"-5.6993";"Sugar Loaf Point, St Helena";NULL
"1440";"Suikerbrood/Rio de Janeiro";"-22.949";"-43.1566";"Pao de Acucar (Sugarloaf), Rio de Janeiro, Brazil";NULL
"1441";"Sullivan Island";"32.7579";"-79.8432";NULL;NULL
"1442";"Sullivans Island";"32.7579";"-79.8432";"Isle of Palms?";NULL
"1443";"Surat";"21.080207824707";"72.6800231933594";"Surat, Gujarat, India";NULL
"1444";"Surat, India (= fort St John?)";"21.080207824707";"72.6800231933594";"Surat, Gujarat, India";NULL
"1445";"Suriname rivier";"5.8421";"-55.1023";"Suriname River entrance";NULL
"1446";"Sursogon";"12.9652";"124.0085";"Sorsogon, Luzon, Philippines";NULL
"1447";"Susanna";"10.5081";"98.2194";"Pulo Buda";NULL
"1448";"Taagh";"38.6843";"-9.2165";"Rio Tejo, Portugal";"Taag"
"1449";"Tabago";"11.2302";"-60.6839";"Tobago, W.I.";NULL
"1450";"Tabelbaai";"-33.9";"18.4333";"Table Bay, South Africa";NULL
"1451";"Table Bay";"-33.9";"18.4333";"Table Bay, South Africa";NULL
"1452";"Table Land";"-34.25";"18.4167";NULL;NULL
"1453";"Tableland";"-34.25";"18.4167";NULL;NULL
"1454";"Tacobashes";"-5.75";"123.9";"Kepulauan Wakatohi";NULL
"1455";"Tafelbaai";"-33.9";"18.4333";"Table Bay, South Africa";NULL
"1456";"Tafelbaaij";"-33.8939";"18.4495";"Table Bay, South Africa";NULL
"1457";"Taffell Hoek";"-8.8358";"115.1283";NULL;NULL
"1458";"Talcaguana";"-36.7186";"-73.1047";"Talcahuano, Chile";NULL
"1459";"TALCAHUANO";"-36.7186";"-73.1047";"Talcahuano, Chile";NULL
"1460";"Tamatave";"-18.15";"49.4236";"Toamasina";NULL
"1461";"Tanur, W coast India";"10.9785";"75.8683";"Tanur";NULL
"1462";"Tapachoria";"-26.7861";"-48.6112";NULL;NULL
"1463";"Tapanolie";"1.7279";"98.768";"Sibolga, Bay of Tapanuli, Sumatra, Indonesia ";NULL
"1464";"Tarragona";"41.1104";"1.2489";"Tarragona, Spain";NULL
"1465";"Tellicherry";"11.7649";"75.4708";"Tellicherry, W coast India";NULL
"1466";"Tellycherry Road";"11.7649";"75.4708";"Tellicherry, W coast India";NULL
"1467";"Tematave";"-18.15";"49.4236";"Toamasina";NULL
"1468";"Temple Bay";"51.9926";"-55.9067";"Chateau Bay, Newfoundland, Canada";NULL
"1469";"Tenerif Santa Croix";"28.45";"-16.25";"Santa Cruz de Teneriffe, Spain";NULL
"1470";"Tenerife";"28.28";"-16.65";"Tenerife, Canaries";NULL
"1471";"Teneriffe";"28.28";"-16.65";"Tenerife, Canaries";NULL
"1472";"Terceira";"38.7366";"-27.3178";"Terceira, Azores";NULL
"1473";"Tercera";"38.7366";"-27.3178";"Terceira, Azores";NULL
"1474";"Ternal";"45.0321";"136.6495";"Terney, Russia";NULL
"1475";"Ternate";"0.7723";"127.3744";"Ternate, Moluccas, Indonesia";NULL
"1476";"Ternatten";"0.7723";"127.3744";"Ternate, Moluccas, Indonesia";NULL
"1477";"Texel";"53.014";"4.7613";"Texel, Netherlands";NULL
"1478";"The Arrows";"2.8799";"100.5526";"Aruah Islands, Malacca Strait";NULL
"1479";"The Bahamas";"26.5118";"-78.6631";NULL;NULL
"1480";"The Body of Ascension";"-7.95";"-14.37";NULL;NULL
"1481";"The body of Madeira";"32.7499";"-16.9702";"Madeira, Portugal";NULL
"1482";"The body of the Island of Comoro";"-11.75";"43.35";"Ile Grande Comore";NULL
"1483";"The Burlings";"39.415";"-9.5111";"Ilha Berlenga";NULL
"1484";"The Coffin Land";"32.4393";"-80.4748";"Coffin Point, South Carolina, USA";NULL
"1485";"The Eddystone";"50.18";"-4.265";"Eddystone Lighthouse";NULL
"1486";"The Ellephant";"6.3333";"81.5";"Elephant Rock";NULL
"1487";"The Great Burlings";"39.415";"-9.5111";"Ilha de Berlenga. Ilha Berlenga";NULL
"1488";"The Island Barra";"56.9608";"-7.5349";"Barra Island";NULL
"1489";"The Island of Sal";"16.822";"-22.9098";NULL;NULL
"1490";"The Island of Tristian de Cuncha";"-37.1101";"-12.2943";NULL;NULL
"1491";"The Land (South Africa)";"-34.25";"18.4167";NULL;NULL
"1492";"The Lizard";"49.959";"-5.2031";"Lizard, Cornwall, U.K.";NULL
"1493";"The Martins";"18.0756";"-63.0505";"Sint Maarten en Saint Martin";NULL
"1494";"The north brest of Brissel";"64.7919";"-14.0089";"Breidhdalsvik?";NULL
"1495";"The Pan de Mantanses (Cuba)";"23.0318";"-81.6908";"Pan de Matanzas";NULL
"1496";"The Pan de Matanses (Cuba)";"23.0318";"-81.6908";"Pan de Matanzas";NULL
"1497";"The Saltee Islands";"52.1192";"-6.6149";NULL;NULL
"1498";"The Start";"50.2213";"-3.6368";"Start Point, Devon, England";NULL
"1499";"The tower of St Sebastians";"36.5284";"-6.3159";"De toren van San Sebastian in Cadiz, Spanje";NULL
"1500";"The west end of Madeira";"32.8112";"-17.2483";"Madeira, Portugal";NULL
"1501";"The west end of Maderia";"32.8112";"-17.2483";"Madeira, Portugal";NULL
"1502";"The White Rock";"11.23";"47.22";"Mait Island. Jasiired Maydh";NULL
"1503";"Thrum Cap";"-19.28";"-138.7";"Akiaki";NULL
"1504";"Tiburon baai";"18.3326";"-74.4119";NULL;NULL
"1505";"Tillicherrie";"11.7649";"75.4708";"Tellicherry, W coast India";NULL
"1506";"Tillicherry";"11.7649";"75.4708";"Tellicherry, W coast India";NULL
"1507";"Tinian Island, Ladrones (Marianas)";"15";"145.6333";"Tinian";NULL
"1508";"Tirikunamalaya";"8.5674";"81.2364";"Trincomalee, Sri Lanka";NULL
"1509";"Tjilatjap";"-7.75";"109";"Cilacap, Java, Indonesia";NULL
"1510";"Torrevieja";"37.9758";"-0.684";"Torrevieja, Spain";NULL
"1511";"Tortuga";"20.054";"-72.8008";"Ile de la Tortue, Haiti";NULL
"1512";"Toulon";"43.1261";"5.9185";"Toulon, France";NULL
"1513";"Town of Brunswick";"31.1305";"-81.4884";"Brunswick, Georgia, USA";NULL
"1514";"Trincomale";"8.5674";"81.2364";"Trincomalee, Sri Lanka";NULL
"1515";"Trincomalee";"8.5674";"81.2364";"Trincomalee, Sri Lanka";NULL
"1516";"Trincomalee, Sri Lanka";"8.5674";"81.2364";"Trincomalee, Sri Lanka";NULL
"1517";"Trinconamaale (noorder baai)";"8.5811";"81.2363";NULL;NULL
"1518";"Trinconomale";"8.5674";"81.2364";"Trincomalee, Sri Lanka";NULL
"1519";"Trinidad";"10.5";"-61.25";"Trinidad, WI";NULL
"1520";"Trinidad, WI (Trinidad & Tobago)";"10.5";"-61.25";"Trinidad, WI";NULL
"1521";"Trinidada";"-20.507";"-29.3386";"Trinidade, I. Da";NULL
"1522";"Tripasse";"46.7332";"-53.3666";"Trepassey, Canada";NULL
"1523";"Tristan da Cunha";"-37.1101";"-12.2943";"Tristan da Cunha (settl. of Edinburgh)";NULL
"1524";"Tristan D'Accuna";"-37.1101";"-12.2943";"Tristan da Cunha (settl. of Edinburgh)";NULL
"1525";"Tristan D'Accunha";"-37.1101";"-12.2943";"Tristan da Cunha (settl. of Edinburgh)";NULL
"1526";"Tristan d'Acunha";"-37.1101";"-12.2943";"Tristan da Cunha (settl. of Edinburgh)";NULL
"1527";"Tristan de Cunka";"-37.1101";"-12.2943";"Tristan da Cunha (settl. of Edinburgh)";NULL
"1528";"Tristian de Cunha";"-37.1101";"-12.2943";"Tristan da Cunha (settl. of Edinburgh)";NULL
"1529";"Trowers Island";"-6.95";"105.78";"Pulau Tinjil, Java, Indonesia";NULL
"1530";"Tull";"18.7718";"72.9059";"Thal Knob";NULL
"1531";"tussen 2e en 3e hoek";"-6.56";"105.52";NULL;NULL
"1532";"Tussen de 3e en 4e hoek van Java";"-6.27";"105.78";NULL;NULL
"1533";"tussen de eilanden bewesten Batavia";"-5.8";"106.6";NULL;NULL
"1534";"tussen Kaap Monte en Kaap Misurado";"6.5709";"-11.0491";NULL;NULL
"1535";"tussen Kaap Monte en Kaap Mizurado";"6.5709";"-11.0491";NULL;NULL
"1536";"Tussen Leeuwekop en Robbeneiland";"-33.8939";"18.4495";NULL;NULL
"1537";"Twin island";"60.7667";"-78.45";"Smith Island, Northern, HB";NULL
"1538";"UK_00_01";"0";"1";NULL;NULL
"1539";"UK_00_02";"0";"90";NULL;NULL
"1540";"Ulietea";"-16.82";"-151.43";"Raiatea";NULL
"1541";"Unknown";"0";"0";NULL;NULL
"1542";"Ushant";"48.4614";"-5.079";"Ile d'Ouessant";NULL
"1543";"Vagua";"-0.0274";"130.8486";"Waigeo";NULL
"1544";"Valparaiso";"-33.0358";"-71.6226";NULL;NULL
"1545";"Valsbaai";"-34.2";"18.6";"False Bay";"Valse Baai"
"1546";"Vavao (Pacific)";"-18.6";"-174";"Vava'u";NULL
"1547";"Viana Point";"41.6928";"-8.828";NULL;NULL
"1548";"Vizagapatam";"17.7";"83.3";"Vishakhapatnam, India";NULL
"1549";"Vlissingen";"51.45";"3.58";"Vlissingen, Netherlands";NULL
"1550";"Vollajoyosa";"38.5072";"-0.2281";"Villajoyosa, Spain";NULL
"1551";"Wahoo";"21.5054";"-158.1473";"Probably Oahu, Hawaiian Is., USA";NULL
"1552";"Walcheren";"51.52";"3.52";"Walcheren, Netherlands";NULL
"1553";"Walgeren";"51.52";"3.52";"Walcheren, Netherlands";NULL
"1554";"Watling Island";"24";"-74.5";"San Salvador Island";NULL
"1555";"Watlings Island";"24";"-74.5";"San Salvador Island";NULL
"1556";"Watlins Island";"24";"-74.5";"San Salvador Island";NULL
"1557";"Watlin's island";"24";"-74.5";"San Salvador Island";NULL
"1558";"Wawany";"-4.1461";"123.1247";"Pulau Wowoni";NULL
"1559";"West Caicos";"21.6663";"-72.4581";"West Caicos";NULL
"1560";"West Cowes";"50.7586";"-1.295";"Cowes, Isle of Wight, England";NULL
"1561";"West end of Antigua";"17.1142";"-61.8861";"Antigua, Windward Islands, Carib.";NULL
"1562";"West end of Barbados";"13.1972";"-59.6399";NULL;NULL
"1563";"West end of Madeira";"32.8112";"-17.2483";"Madeira, Portugal";NULL
"1564";"West Hoek van Texel";"53.0255";"4.7167";NULL;NULL
"1565";"Western Disapointment";"-14.17";"-141.2";NULL;NULL
"1566";"Western Point of Madeira";"32.8112";"-17.2483";"Madeira, Portugal";NULL
"1567";"westhoek van Kaap Camerijn";"8.1279";"77.3131";"Muttam Point";NULL
"1568";"Westminster Hall, Madagascar";"-23.5484";"43.7892";NULL;NULL
"1569";"Westray Head";"59.33";"-3.07";NULL;NULL
"1570";"Whampoa";"23.1";"113.4";"Huangpu";NULL
"1571";"Whitby Bay UK";"54.4907";"-0.6115";NULL;NULL
"1572";"Whyda (Ouida), Benin, W Africa";"6.3251";"2.0901";"Ouidah";NULL
"1573";"Whydah";"6.3251";"2.0901";"Ouidah";NULL
"1574";"Wight";"50.5757";"-1.3";NULL;NULL
"1575";"Wineba fort";"5.3249";"-0.6398";"Winneba";NULL
"1576";"Winnebah (Ghana)";"5.3249";"-0.6398";"Winneba";NULL
"1577";"Woahoa";"21.5054";"-158.1473";"Probably Oahu, Hawaiian Islands, USA";NULL
"1578";"Woahoo, S side in Bay";"21.2697";"-157.8317";"Honolulu, Oahu, Hawaiian Is, USA";NULL
"1579";"Wymoa Bay, Atoui";"21.9505";"-159.6682";"Waimea, Kauai, Hawaiian Is., USA";NULL
"1580";"Yam Bay, Oneehow";"21.8667";"-160.2333";NULL;NULL
"1581";"York factory, Hudson Bay";"57.0038";"-92.3124";NULL;NULL
"1582";"Zeloan (Sri Lanka) (Dondra Head)";"5.9251";"80.5898";"Dondra Head";NULL
"1583";"Zierikzee";"51.65";"3.92";NULL;NULL
"1584";"Zuiderwachter";"-5.7";"106.72";"Pulau Peniki, Indonesia";NULL
"1585";"zw hoek van Java";"-6.7555";"105.2176";NULL;NULL
